,Crime Type,Loss Amount,state,year,url
486,Auction,1701883,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
487,BEC/EAC,7685800,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
488,Charity,57141,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
489,Civil Matter,1742682,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
490,Confidence Fraud/Romance,18178156,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
491,Corporate Data Breach,5175617,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
492,Credit Card Fraud,4021797,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
493,Crimes Against Children,2030,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
494,Criminal Forums,0,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
495,Denial of Service,383506,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
496,Employment,2423611,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
497,Extortion,691139,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
498,Gambling,1797,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
499,Government Impersonation,308363,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
500,Hacktivist,0,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
501,Harassment/Threats of Violence,1445261,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
504,Social Media,3944256,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
506,Health Care Related,52771,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
507,IPR/Copyright and Counterfeit,1437731,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
508,Identity Theft,2859749,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
509,Investment,10676727,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
510,Lottery/Sweepstakes,1268658,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
511,Malware/Scareware,83182,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
512,Misrepresentation,1463412,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
514,Non-payment/Non-Delivery,10357087,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
515,Other,4609617,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
516,Personal Data Breach,7062269,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
517,Phishing/Vishing/Smishing/Pharming,617610,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
518,Ransomware,65864,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
519,Re-shipping,181954,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
520,Real Estate/Rental,3545224,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
521,Tech Support,536262,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
522,Terrorism,250,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
523,Virus,18721,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
526,Virtual Currency,535718,California,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
528,419/Overpayment,2239358,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
529,Advanced Fee,1797506,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
530,Auction,316771,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
531,BEC/EAC,6903188,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
532,Charity,29797,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
533,Civil Matter,48174,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
534,Confidence Fraud/Romance,4978320,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
535,Corporate Data Breach,337111,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
536,Credit Card Fraud,697154,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
537,Crimes Against Children,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
538,Criminal Forums,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
539,Denial of Service,4200,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
540,Employment,760219,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
541,Extortion,163890,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
542,Gambling,19500,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
543,Government Impersonation,159843,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
544,Hacktivist,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
545,Harassment/Threats of Violence,123409,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
546,,,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
547,Descriptors*,,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
548,Social Media,915677,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
549,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
550,Health Care Related,389592,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
551,IPR/Copyright and Counterfeit,44623,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
552,Identity Theft,801893,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
553,Investment,11381283,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
554,Lottery/Sweepstakes,97331,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
555,Malware/Scareware,23039,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
556,Misrepresentation,260704,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
557,No Lead Value,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
558,Non-payment/Non-Delivery,2414002,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
559,Other,834284,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
560,Personal Data Breach,419232,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
561,Phishing/Vishing/Smishing/Pharming,388083,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
562,Ransomware,43862,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
563,Re-shipping,20217,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
564,Real Estate/Rental,689978,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
565,Tech Support,130924,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
566,Terrorism,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
567,Virus,94789,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
568,,,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
570,Virtual Currency,92241,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
572,419/Overpayment,441336,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
573,Advanced Fee,770988,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
574,Auction,77092,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
575,BEC/EAC,734008,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
576,Charity,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
577,Civil Matter,6687,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
578,Confidence Fraud/Romance,1592360,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
579,Corporate Data Breach,198724,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
580,Credit Card Fraud,180082,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
583,Denial of Service,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
584,Employment,438491,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
585,Extortion,62688,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
586,Gambling,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
587,Government Impersonation,146960,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
589,Harassment/Threats of Violence,122044,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
592,Social Media,414069,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
594,Health Care Related,1800,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
595,IPR/Copyright and Counterfeit,169575,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
596,Identity Theft,132946,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
597,Investment,10171069,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
598,Lottery/Sweepstakes,6605,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
599,Malware/Scareware,545,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
600,Misrepresentation,17939,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
602,Non-payment/Non-Delivery,1231359,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
603,Other,217333,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
604,Personal Data Breach,184030,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
605,Phishing/Vishing/Smishing/Pharming,105067,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
606,Ransomware,0,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
607,Re-shipping,1182,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
608,Real Estate/Rental,2545047,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
609,Tech Support,12674,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
611,Virus,901,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
614,Virtual Currency,200,Colorado,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
616,419/Overpayment,295348,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
617,Advanced Fee,320824,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
618,Auction,169224,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
619,BEC/EAC,3077382,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
620,Charity,12000,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
621,Civil Matter,10696,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
622,Confidence Fraud/Romance,1164841,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
623,Corporate Data Breach,75197,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
624,Credit Card Fraud,163681,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
625,Crimes Against Children,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
626,Criminal Forums,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
627,Denial of Service,3800,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
628,Employment,163569,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
629,Extortion,93314,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
630,Gambling,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
631,Government Impersonation,115083,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
632,Hacktivist,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
633,Harassment/Threats of Violence,134976,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
634,,,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
635,Descriptors*,,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
636,Social Media,225481,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
637,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
638,Health Care Related,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
639,IPR/Copyright and Counterfeit,37216,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
640,Identity Theft,803516,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
641,Investment,213091,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
642,Lottery/Sweepstakes,176098,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
643,Malware/Scareware,42738,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
644,Misrepresentation,109758,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
645,No Lead Value,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
646,Non-payment/Non-Delivery,1079797,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
647,Other,43606,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
648,Personal Data Breach,456325,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
649,Phishing/Vishing/Smishing/Pharming,61020,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
650,Ransomware,10850,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
651,Re-shipping,580,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
652,Real Estate/Rental,782927,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
653,Tech Support,79649,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
654,Terrorism,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
655,Virus,3810,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
656,,,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
658,Virtual Currency,27039,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
660,419/Overpayment,196521,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
661,Advanced Fee,272410,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
662,Auction,108149,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
663,BEC/EAC,959051,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
664,Charity,0,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
665,Civil Matter,17380,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
666,Confidence Fraud/Romance,1387166,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
667,Corporate Data Breach,18247,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
668,Credit Card Fraud,80774,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
671,Denial of Service,35337,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
672,Employment,88349,Connecticut,2016,https://www.ic3.gov/Media/PDF/AnnualReport/2016State/StateReport.aspx
